1965,0
1926,0
1927,100
1957,0
1956,100
1959,100
1952,97
1943,95
1963,96
1953,100
1933,98
1971,100
1943,92
1966,0
1954,89
1950,93
1951,100
1943,0
1978,100
1956,0
1956,97
1944,94
1938,92
1961,94
